PDBchain   len  method   resol   rfac  freerfac
3G5SA      443  XRAY      1.05  0.163  0.178
4I62A      269  XRAY      1.05  0.166  0.179
5R4OA      123  XRAY      1.05  0.169  0.178
7BHSA      397  XRAY      1.05   0.17  0.185
1KJQA      391  XRAY      1.05   0.19  0.214
4N6XA       91  XRAY     1.051  0.148  0.163
6R4ZA      198  XRAY     1.052  0.133  0.151
7ET5A      122  XRAY     1.052  0.164  0.174
6H40A      231  XRAY     1.053  0.109   0.12
4D8BA      261  XRAY     1.058  0.145   0.16
6B8FA      182  XRAY      1.06  0.092  0.103
4XOTA      597  XRAY      1.06  0.106   0.13
3TC8A      309  XRAY      1.06  0.113  0.132
6HAVA      342  XRAY      1.06  0.119  0.134
4FK9A      337  XRAY      1.06  0.119  0.132
3ULJA       90  XRAY      1.06  0.121  0.139
4UZGA      292  XRAY      1.06  0.126  0.142
4KGDA      603  XRAY      1.06  0.127   0.15
4E9SA      489  XRAY      1.06  0.127  NA   
3W42A      199  XRAY      1.06  0.128  0.155
3MCWA      198  XRAY      1.06  0.132  0.151
5M4VA       57  XRAY      1.06  0.132  0.156
1N40A      396  XRAY      1.06  0.134  0.153
3NYCA      381  XRAY      1.06  0.135   0.16
6YOOA      123  XRAY      1.06  0.135  0.147
6JK2A       40  XRAY      1.06  0.137  0.158
7BIUA      294  XRAY      1.06   0.14  NA   
2DKOA      146  XRAY      1.06  0.142  0.175
2DKOB      103  XRAY      1.06  0.142  0.175
2R0XA      158  XRAY      1.06  0.143   0.17
3CU9A      314  XRAY      1.06  0.147  0.176
6JK4A      136  XRAY      1.06  0.155  0.174
7CKAA      226  XRAY      1.06  0.159  0.173
6UFVA      149  XRAY      1.06  0.165  0.181
3LB2A      137  XRAY      1.06  0.169  0.183
5HUBA       90  XRAY      1.06  0.175   0.22
1PMHX      185  XRAY      1.06  0.204  0.173
1SFSA      240  XRAY      1.07  0.102  0.135
4Q68A      240  XRAY      1.07  0.112  0.138
2A28A       54  XRAY      1.07  0.112  0.166
6GX2A      298  XRAY      1.07  0.113  0.134
5TFQA      280  XRAY      1.07  0.116  0.134
3CIJA      295  XRAY      1.07  0.126  0.149
6RHFA      113  XRAY      1.07  0.126  0.148
3VGIA      319  XRAY      1.07  0.129  0.158
2W72B      146  XRAY      1.07   0.13  0.153
2W72A      141  XRAY      1.07   0.13  0.153
2O90A      122  XRAY      1.07  0.131   0.15
2FFYA      358  XRAY      1.07  0.133  0.164
1XJUA      163  XRAY      1.07  0.134  0.153
4QRNA      373  XRAY      1.07  0.136  0.155
5W0GA       87  XRAY      1.07  0.136  0.153
6TM9A      266  XRAY      1.07  0.139  0.158
5OLRA      522  XRAY      1.07  0.146  0.166
6V67A       43  XRAY      1.07  0.146   0.15
6S5WA      108  XRAY      1.07  0.149  0.178
6S6CA      241  XRAY      1.07  0.159   0.17
3SZHA      122  XRAY      1.07   0.16  0.185
1ZLMA       58  XRAY      1.07   0.16  0.212
6WFNA      171  XRAY      1.07   0.19  0.201
7CX5A       95  XRAY      1.07  0.195  0.204
3HNYM      159  XRAY      1.07  0.199  0.201
4Q2LA       70  XRAY     1.071  0.184  0.199
4K12B       84  XRAY     1.079  0.155   0.17
4K12A       64  XRAY     1.079  0.155   0.17
1JBEA      128  XRAY      1.08  0.105  0.152
4WESA      534  XRAY      1.08  0.111  0.133
4WESB      458  XRAY      1.08  0.111  0.133
2CI1A      275  XRAY      1.08  0.112  0.141
6TM3A      303  XRAY      1.08  0.114  0.127
4EUZA      283  XRAY      1.08  0.115  0.138
1UWCA      261  XRAY      1.08  0.116  0.138
1W23A      360  XRAY      1.08  0.117  0.139
6GKEA      324  XRAY      1.08  0.117  0.128
1W66A      232  XRAY      1.08  0.117  0.146
2XMJA       64  XRAY      1.08  0.117  0.149
4M51A      427  XRAY      1.08  0.118  0.135
6P2LA      697  XRAY      1.08  0.119   0.14
5ELBA      103  XRAY      1.08  0.122  0.155
2XW6A      134  XRAY      1.08  0.129  0.161
3WA2X      621  XRAY      1.08  0.131   0.15
2YHGA      437  XRAY      1.08  0.134  0.151
1DS1A      324  XRAY      1.08  0.135  0.166
6SE1A      261  XRAY      1.08  0.137  0.149
4MQ3A      132  XRAY      1.08  0.142  0.176
4L57A      195  XRAY      1.08  0.144  0.183
5OJ5A      347  XRAY      1.08  0.145  0.162
6YPZAAA    255  XRAY      1.08  0.147  0.165
4AVRA       95  XRAY      1.08   0.15  0.177
5GZCA      152  XRAY      1.08  0.157  0.163
6EKZA      328  XRAY      1.08  0.159  0.163
6FIHA      412  XRAY      1.08   0.16  0.183
5LUNA      352  XRAY      1.08  0.163  0.185
6AR0A      140  XRAY      1.08  0.164  0.179
7O4PA      148  XRAY      1.08  0.165  0.175
4RQRA      109  XRAY      1.08  0.173  0.195
5UMPA      140  XRAY      1.08  0.185  0.203
4PE0A       92  XRAY      1.08  0.192  0.211
6MAPB      166  XRAY      1.08  0.201  0.217
5P9JA      279  XRAY      1.08   0.21  0.224
4BPSA      344  XRAY     1.081  0.127  0.146
5OPFA      194  XRAY     1.081  0.141  0.152
6OSNA       98  XRAY     1.083  0.153  0.161
7COFA      320  XRAY     1.084  0.099  0.118
3NGPA       62  XRAY     1.084  0.169  0.185
6XY7AAA    463  XRAY     1.086  0.136  0.159
6GY5A      304  XRAY     1.086  0.154  0.172
4G9EA      279  XRAY     1.088   0.15  0.152
2CARA      196  XRAY      1.09  0.097  0.153
1NKDA       65  XRAY      1.09  0.101  0.134
6SBNA      312  XRAY      1.09  0.107  0.137
6THOA      222  XRAY      1.09   0.12  0.148
6ZEGA      338  XRAY      1.09  0.121   0.14
6ZEGC       70  XRAY      1.09  0.121   0.14
1K5NA      276  XRAY      1.09  0.123  0.148
1K5NB      100  XRAY      1.09  0.123  0.148
6FIYA      303  XRAY      1.09  0.126   0.15
4WUIA      207  XRAY      1.09  0.128  0.138
4ZO2A      294  XRAY      1.09  0.131  0.162
7CEHA      262  XRAY      1.09  0.132  0.152
5LVOA      311  XRAY      1.09  0.136  0.157
1QLWA      328  XRAY      1.09  0.143  0.158
1N62B      809  XRAY      1.09  0.144  0.172
1N62C      288  XRAY      1.09  0.144  0.172
1N62A      166  XRAY      1.09  0.144  0.172
4GS3A      107  XRAY      1.09  0.154  NA   
5Y9ZA      199  XRAY      1.09  0.157  0.179
3ZY7A      122  XRAY      1.09  0.159  0.181
5J1NA      175  XRAY      1.09  0.162  0.179
3T7LA       90  XRAY      1.09  0.168  0.154
4JOKA       87  XRAY      1.09  0.182  0.186
4YTKA      130  XRAY      1.09  0.183  0.199
6UO3A      366  XRAY      1.09  0.184   0.19
5S9GA      149  XRAY     1.091  0.197  0.217
6FTFB      304  XRAY     1.092  0.151   0.16
6KBYA      370  XRAY     1.097  0.169  0.181
4L05A      154  XRAY     1.098  0.114  0.118
5OHQA      111  XRAY     1.098  0.123   0.14
4KEFA      143  XRAY     1.098  0.127  0.144
4RXVA      229  XRAY     1.099  0.125  0.139
1C5EA       95  XRAY       1.1  0.098  0.133
1ZL0A      311  XRAY       1.1  0.099  0.121
3RPEA      218  XRAY       1.1    0.1  0.117
2B3HA      329  XRAY       1.1  0.101  0.131
5LSVA      233  XRAY       1.1  0.102  0.125
5JK4A      373  XRAY       1.1  0.103  0.125
6ZFNAAA    382  XRAY       1.1  0.107  0.128
4CJ0A      625  XRAY       1.1  0.108  0.125
5Z3EA      405  XRAY       1.1  0.108  0.118
4CJ0B       81  XRAY       1.1  0.108  0.125
6T85A      460  XRAY       1.1  0.109   0.13
4IZXA      140  XRAY       1.1  0.109  0.132
4URFA      248  XRAY       1.1   0.11  0.133
3AYJA      721  XRAY       1.1  0.112  0.131
5A0YA      550  XRAY       1.1  0.112  0.129
5A0YC      249  XRAY       1.1  0.112  0.129
1UOZA      315  XRAY       1.1  0.113   0.13
5VG0A      142  XRAY       1.1  0.114  0.128
4JEDA      237  XRAY       1.1  0.115  0.131
5EL9A      205  XRAY       1.1  0.115  0.129
2FE5A       94  XRAY       1.1  0.115   0.15
2Z72A      342  XRAY       1.1  0.116  0.161
4WWFA      118  XRAY       1.1  0.116  0.145
1ITXA      419  XRAY       1.1  0.117  0.137
3LWXA      199  XRAY       1.1  0.117  0.138
4A9VA      592  XRAY       1.1  0.118  0.117
5IHSA      347  XRAY       1.1  0.118  0.132
6RRVA      127  XRAY       1.1  0.118  0.142
7NQGAAA    327  XRAY       1.1  0.119  0.138
6RZ0A      251  XRAY       1.1  0.119  0.128
2AIBA       98  XRAY       1.1  0.119   0.15
4A29A      258  XRAY       1.1   0.12  0.137
5FQAA      227  XRAY       1.1   0.12   0.14
3I06A      215  XRAY       1.1   0.12  0.142
3RO3A      164  XRAY       1.1   0.12   0.15
2X9GA      288  XRAY       1.1  0.121  0.147
2V9VA      135  XRAY       1.1  0.121  0.141
2OSXA      481  XRAY       1.1  0.122  0.139
4QQSA      315  XRAY       1.1  0.123  0.145
6R1DA      125  XRAY       1.1  0.123   0.15
4HE6A       89  XRAY       1.1  0.123  0.163
2V89A       82  XRAY       1.1  0.123  0.155
4ATEA      266  XRAY       1.1  0.125  0.152
2NWFA      141  XRAY       1.1  0.125  0.138
6EVGA      507  XRAY       1.1  0.126  0.149
5JBXA      261  XRAY       1.1  0.126  0.145
3QZBA      143  XRAY       1.1  0.126  0.153
4B5NA      355  XRAY       1.1  0.127  0.141
2C2UA      207  XRAY       1.1  0.127  0.149
1D4TA      104  XRAY       1.1  0.127  0.165
3E8MA      164  XRAY       1.1  0.128  0.141
1GMXA      108  XRAY       1.1  0.128  0.151
2BHUA      602  XRAY       1.1  0.129  0.159
4QLPB      199  XRAY       1.1  0.129  0.143
4QLPA      176  XRAY       1.1  0.129  0.143
4WPGA      289  XRAY       1.1   0.13  0.155
3KWEA      213  XRAY       1.1   0.13  0.139
4LF0A      348  XRAY       1.1  0.131  0.137
3E5TA      242  XRAY       1.1  0.131  0.168
4QI8A      214  XRAY       1.1  0.131  0.149
1SBYA      254  XRAY       1.1  0.132  0.172
1Z2UA      150  XRAY       1.1  0.132  0.149
1WCGA      464  XRAY       1.1  0.133  0.146
1O5XA      248  XRAY       1.1  0.133  0.171
4EIRA      223  XRAY       1.1  0.133  0.149
4H7WA      193  XRAY       1.1  0.133  0.154
4MX6A      346  XRAY       1.1  0.134  0.153
5MSZA      201  XRAY       1.1  0.134  0.154
1T8KA       77  XRAY       1.1  0.134   0.15
6G7NA      318  XRAY       1.1  0.135  0.151
4JZ5A      223  XRAY       1.1  0.135  0.143
6MU0A      160  XRAY       1.1  0.135  0.149
4CVRA      159  XRAY       1.1  0.135  0.165
3P4HA      118  XRAY       1.1  0.135  0.165
4MAKA       94  XRAY       1.1  0.136  0.173
4J8CA       46  XRAY       1.1  0.136  0.162
2ABSA      383  XRAY       1.1  0.137  0.167
1LS1A      295  XRAY       1.1  0.137  0.169
5IHVA      269  XRAY       1.1  0.137  0.167
2W39A      298  XRAY       1.1  0.138  0.152
5T39A      254  XRAY       1.1  0.138  0.154
2NXVA      249  XRAY       1.1  0.138  0.155
4M91A      161  XRAY       1.1  0.138   0.16
4MIJA      337  XRAY       1.1  0.139  0.152
2Z4UA      261  XRAY       1.1  0.139  0.146
3RZNA      209  XRAY       1.1  0.139  0.157
4JERA      193  XRAY       1.1  0.139  0.146
5AULA      109  XRAY       1.1  0.139   0.16
2VFRA      422  XRAY       1.1   0.14  0.165
2CALA      154  XRAY       1.1   0.14   0.17
5OD4A      128  XRAY       1.1   0.14  0.169
1F86A      115  XRAY       1.1   0.14  0.177
6W2GA       51  XRAY       1.1   0.14  0.153
3V0DA      339  XRAY       1.1  0.141  0.161
1BKRA      109  XRAY       1.1  0.141  0.187
6M7KA      321  XRAY       1.1  0.143  0.157
6E1ZA      313  XRAY       1.1  0.143  0.163
2WBQA      358  XRAY       1.1  0.144  0.178
1QV1A      195  XRAY       1.1  0.144  0.167
5ZRCA      150  XRAY       1.1  0.144  0.172
7C65A      109  XRAY       1.1  0.144  0.188
4XUWA       92  XRAY       1.1  0.144  0.177
6EXXA       79  XRAY       1.1  0.144  0.163
2WRAA      128  XRAY       1.1  0.145  0.173
1UZ3A      102  XRAY       1.1  0.145  0.199
2FBAA      492  XRAY       1.1  0.146  0.161
4UE8A      184  XRAY       1.1  0.146  0.161
2V8FA      140  XRAY       1.1  0.146  0.173
3CT6A      131  XRAY       1.1  0.146  0.177
6Y9JA      262  XRAY       1.1  0.147  0.167
1RG8A      146  XRAY       1.1  0.147  0.171
6DYFA      106  XRAY       1.1  0.147  0.165
6FGGA      106  XRAY       1.1  0.147  0.155
4H4NA       67  XRAY       1.1  0.147  0.182
3NZNA      103  XRAY       1.1  0.149  0.189
3SU6A      203  XRAY       1.1  0.151  0.165
4MZDA      488  XRAY       1.1  0.152  0.168
1YFQA      342  XRAY       1.1  0.152  0.186
2HXSA      178  XRAY       1.1  0.152  0.184
3BVXA     1045  XRAY       1.1  0.153   0.19
4CD5A      419  XRAY       1.1  0.153  0.172
4PF3A      275  XRAY       1.1  0.155  0.177
1PM1X      180  XRAY       1.1  0.155  0.177
2I5VO      251  XRAY       1.1  0.156  0.171
1L3KA      196  XRAY       1.1  0.156  0.194
4ETNA      184  XRAY       1.1  0.156  0.173
1H4GA      207  XRAY       1.1  0.158  0.181
4B1MA      185  XRAY       1.1  0.158  0.181
4ES1A      100  XRAY       1.1  0.158  0.164
1NNFA      309  XRAY       1.1  0.159   0.18
4ID0A      214  XRAY       1.1  0.159  0.172
6ENIA      116  XRAY       1.1  0.159  0.175
1R0RI       51  XRAY       1.1  0.159  0.184
2NYBA      192  XRAY       1.1   0.16  0.174
5GGBA      342  XRAY       1.1  0.161  0.185
5LJPA      169  XRAY       1.1  0.161  0.176
3SNFA      104  XRAY       1.1  0.162  0.183
4CNGA      255  XRAY       1.1  0.163  0.185
6KP5A      153  XRAY       1.1  0.163  0.186
3MVSA      210  XRAY       1.1  0.164  0.188
4BT7A      257  XRAY       1.1  0.165   0.18
4QA8A      229  XRAY       1.1  0.165  0.189
3U8IA      124  XRAY       1.1  0.165  0.186
4MHPA      326  XRAY       1.1  0.166  0.186
5EM0A      135  XRAY       1.1  0.167   0.19
3LQBA      199  XRAY       1.1  0.169  0.187
7S7WA      293  XRAY       1.1  0.173  0.198
5D7WA      469  XRAY       1.1  0.176  0.186
5XECA       82  XRAY       1.1  0.176  0.197
7MW7A      118  XRAY       1.1  0.178   0.19
2RHFA       77  XRAY       1.1  0.178  0.194
5FG6A      128  XRAY       1.1  0.182  0.197
4NI6A      150  XRAY       1.1  0.184  0.211
6YV5A      206  XRAY       1.1  0.187    0.2
6T02A      183  XRAY       1.1  0.188    0.2
2X4KA       63  XRAY       1.1  0.188  0.195
1KT6A      183  XRAY       1.1  0.194  0.223
2II2A      310  XRAY       1.1  0.196  0.225
6MYEA       95  XRAY       1.1  0.198  0.204
3BF7A      255  XRAY       1.1  0.201  0.212
3I2ZA       71  XRAY       1.1  0.205  0.234
5M1PA      191  XRAY       1.1  0.223  0.235
3TG2A      223  XRAY     1.101  0.128  0.144
5IWHA      117  XRAY     1.101   0.14  0.169
6JQBA      530  XRAY     1.101  0.157  0.171
5VNYA       66  XRAY     1.101   0.17  0.178
3U97A      114  XRAY     1.102  0.141  0.158
6BXDA      209  XRAY     1.103  0.177  0.179
6H10A      342  XRAY     1.104  0.121  0.133
6ESMA      160  XRAY     1.104  0.157  0.172
6DQHA      260  XRAY     1.104  0.179  0.196
1OC7A      364  XRAY      1.11  0.106  0.124
1JM1A      204  XRAY      1.11  0.106  0.125
4MF5A      256  XRAY      1.11  0.114  0.127
2OFCA      142  XRAY      1.11   0.12  0.133
3ORUA      234  XRAY      1.11  0.127  0.146
6QTSA      331  XRAY      1.11  0.128  0.148
6TL7A      135  XRAY      1.11  0.133  0.162
2Q3GA       89  XRAY      1.11  0.133  0.157
3A8GB      212  XRAY      1.11  0.143  0.169
3A8GA      207  XRAY      1.11  0.143  0.169
5AJGA      329  XRAY      1.11  0.147  0.168
5WSFA      118  XRAY      1.11  0.147  0.183
5OUOA      277  XRAY      1.11   0.15  0.167
3U23A       65  XRAY      1.11  0.152  0.167
5W0HA       84  XRAY      1.11  0.154  0.168
3CI3A      194  XRAY      1.11  0.161   0.18
4YAPA      265  XRAY     1.111  0.169  0.182
6OSHL      113  XRAY     1.117  0.162  0.169
3G5TA      299  XRAY     1.119  0.121  0.137
5N6FA      375  XRAY     1.119  0.137  0.153
5JVIE      316  XRAY      1.12  0.103  0.119
1SAUA      115  XRAY      1.12  0.109  0.137
1K7CA      233  XRAY      1.12   0.11  0.134
2YLNA      283  XRAY      1.12  0.111  0.142
6PZDA      393  XRAY      1.12  0.113  0.128
4HCJA      177  XRAY      1.12  0.116  0.127
4ZBDA      222  XRAY      1.12  0.118  0.144
5AFYH      258  XRAY      1.12  0.123  0.138
6DTVA      197  XRAY      1.12  0.125  0.137
6TTNA      317  XRAY      1.12  0.127  0.146
5N3JA      353  XRAY      1.12  0.133  0.148
1H1NA      305  XRAY      1.12  0.133  0.171
5MX9A      324  XRAY      1.12  0.134  0.145
5EMIA      180  XRAY      1.12  0.135  0.146
6RG2A      371  XRAY      1.12  0.138  0.161
1TUKA       67  XRAY      1.12  0.138  0.162
4CK4A      162  XRAY      1.12  0.141  0.169
6E7EA      169  XRAY      1.12  0.142  0.169
2GZVA      114  XRAY      1.12   0.15  0.169
5UFYA      224  XRAY      1.12  0.151  0.168
4I4OA      146  XRAY      1.12  0.151   0.16
1LU4A      136  XRAY      1.12  0.153  0.216
5F6EA      157  XRAY      1.12  0.154   0.17
2WJ5A      101  XRAY      1.12  0.154   0.18
4YECB      236  XRAY      1.12  0.159  0.191
1A7SA      225  XRAY      1.12  0.159  0.189
4YECA      126  XRAY      1.12  0.159  0.191
6GHTA      274  XRAY      1.12  0.161  0.187
6SYVA      421  XRAY      1.12  0.163  0.182
1RA0A      430  XRAY      1.12  0.168  0.172
6LUJA       66  XRAY      1.12  0.175  0.178
2EABA      899  XRAY      1.12  0.176  0.189
6T92AAA    410  XRAY      1.12  0.208  0.228
1JF8A      131  XRAY      1.12  0.208  0.227
3DS4A       86  XRAY      1.12  0.209  0.234
3TYSA       88  XRAY     1.121  0.141  0.163
7BAFA       58  XRAY     1.123  0.182  0.185
4KNKA      225  XRAY     1.124  0.122  0.139
3EINA      209  XRAY     1.126  0.141  0.157
4USAA      907  XRAY      1.13  0.103  0.122
4ZURA      341  XRAY      1.13  0.115  0.136
4IQBA      315  XRAY      1.13  0.115  0.139
3JQ0A      493  XRAY      1.13  0.118  0.137
4PF4A      278  XRAY      1.13  0.118  0.149
5GTQA      311  XRAY      1.13  0.119  0.139
5J4LA      231  XRAY      1.13  0.124  0.145
6U97A       82  XRAY      1.13  0.128  0.153
6HPHA      418  XRAY      1.13  0.129  0.163
6N3DA       96  XRAY      1.13  0.129   0.16
6ZC2A      141  XRAY      1.13  0.139  0.156
1U07A       90  XRAY      1.13  0.139  0.183
3K6IA       99  XRAY      1.13  0.143  0.158
4BPZA      256  XRAY      1.13  0.144  0.175
6N4LA      289  XRAY      1.13  0.146  0.157
6QDIA      295  XRAY      1.13  0.148  0.171
3D9XA      163  XRAY      1.13  0.157  0.178
6SWIA      121  XRAY      1.13   0.16  0.181
2JLIA      123  XRAY      1.13  0.164  0.168
6YHMA      299  XRAY      1.13  0.168  0.185
6Q9LA       96  XRAY      1.13  0.179   0.19
6AO9A      192  XRAY      1.13  0.188  0.195
4JCCA      286  XRAY     1.133  0.146  0.169
4RVQA      139  XRAY     1.135  0.125  0.146
6RVQA      308  XRAY     1.136  0.208  0.214
7BKFA      282  XRAY     1.139  0.168  0.205
5K6DA       78  XRAY     1.139  0.168  0.174
4WFOA      858  XRAY      1.14  0.108  0.128
1P6OA      161  XRAY      1.14  0.112  0.152
5AOZA      169  XRAY      1.14   0.12  0.142
5UM2A      334  XRAY      1.14  0.122  0.139
5UE1A      234  XRAY      1.14  0.131  0.158
4HZ8A      444  XRAY      1.14  0.136  0.161
4BK7A      159  XRAY      1.14  0.137  0.175
6ELMA       98  XRAY      1.14   0.14  0.168
4E9XA      339  XRAY      1.14  0.141  NA   
4W8HA      129  XRAY      1.14  0.142  0.171
6W1GA      464  XRAY      1.14  0.143  0.166
5NB4A      164  XRAY      1.14  0.149  0.184
4QPWA      142  XRAY      1.14  0.161  0.178
4INWA      140  XRAY      1.14  0.161  0.183
5KLAA      337  XRAY      1.14  0.162  0.174
6JV0A      302  XRAY      1.14  0.174  0.192
7A73A      375  XRAY      1.14   0.18  0.198
3S2RA       83  XRAY      1.14  0.187  0.199
6ZNVA      116  XRAY      1.14  0.193  0.205
5KARA      427  XRAY     1.142  0.136  0.152
5YOBA      148  XRAY     1.142  0.167  0.177
6HFQA      393  XRAY     1.145  0.126  0.137
6EEYA       95  XRAY     1.145   0.16  0.182
3U99A      148  XRAY     1.146  0.138  0.154
5UQZA      354  XRAY     1.149  0.126  0.146
2ZK9X      185  XRAY      1.15  0.098  0.136
6WZ6A      337  XRAY      1.15    0.1   0.12
4W8BA      386  XRAY      1.15  0.104  0.122
1B6GA      310  XRAY      1.15  0.105  0.145
7CN7A      181  XRAY      1.15  0.108  0.121
7CN7C       75  XRAY      1.15  0.108  0.121
3TBNA       87  XRAY      1.15  0.112  0.125
4JXRA      186  XRAY      1.15  0.116  0.137
1TKJA      284  XRAY      1.15  0.117  0.151
3WKQA      323  XRAY      1.15  0.118  0.137
4YZ0A      204  XRAY      1.15  0.118  0.148
1T3YA      141  XRAY      1.15  0.119  0.159
1B9OA      123  XRAY      1.15  0.119  0.162
3DLCA      219  XRAY      1.15  0.121  0.138
4UU3A      168  XRAY      1.15  0.122  0.133
4WN5A      115  XRAY      1.15  0.123  0.141
2OLNA      397  XRAY      1.15  0.124  0.149
2BZVA      181  XRAY      1.15  0.124  0.131
4N03A      405  XRAY      1.15  0.125  0.149
